x,y,z,type
64,-232,0,malignant_epithelial_cell
115,-232,0,malignant_epithelial_cell
-139,-231,0,malignant_epithelial_cell
153,-231,0,malignant_epithelial_cell
-133,-230,0,malignant_epithelial_cell
-122,-229,0,malignant_epithelial_cell
90,-229,0,malignant_epithelial_cell
-176,-228,0,malignant_epithelial_cell
124,-228,0,malignant_epithelial_cell
136,-228,0,malignant_epithelial_cell
-102,-227,0,malignant_epithelial_cell
112,-227,0,malignant_epithelial_cell
-61,-226,0,malignant_epithelial_cell
52,-226,0,malignant_epithelial_cell
63,-226,0,malignant_epithelial_cell
-147,-225,0,malignant_epithelial_cell
-133,-225,0,malignant_epithelial_cell
-89,-224,0,malignant_epithelial_cell
23,-224,0,malignant_epithelial_cell
112,-224,0,malignant_epithelial_cell
-167,-223,0,malignant_epithelial_cell
-72,-222,0,malignant_epithelial_cell
159,-222,0,malignant_epithelial_cell
200,-222,0,malignant_epithelial_cell
345,-221,0,effector_T_cell
-23,-219,0,malignant_epithelial_cell
59,-219,0,malignant_epithelial_cell
-232,-218,0,M0_macrophage
-173,-218,0,malignant_epithelial_cell
-37,-218,0,malignant_epithelial_cell
-119,-217,0,malignant_epithelial_cell
-48,-217,0,malignant_epithelial_cell
167,-217,0,malignant_epithelial_cell
206,-217,0,malignant_epithelial_cell
-74,-216,0,malignant_epithelial_cell
117,-216,0,malignant_epithelial_cell
200,-216,0,malignant_epithelial_cell
-106,-215,0,malignant_epithelial_cell
138,-215,0,malignant_epithelial_cell
-167,-213,0,malignant_epithelial_cell
-159,-213,0,malignant_epithelial_cell
55,-213,0,malignant_epithelial_cell
115,-213,0,malignant_epithelial_cell
190,-213,0,malignant_epithelial_cell
41,-212,0,malignant_epithelial_cell
-186,-211,0,malignant_epithelial_cell
-162,-211,0,malignant_epithelial_cell
-94,-211,0,malignant_epithelial_cell
-26,-211,0,malignant_epithelial_cell
90,-211,0,malignant_epithelial_cell
284,-211,0,M0_macrophage
-160,-210,0,malignant_epithelial_cell
-95,-210,0,malignant_epithelial_cell
-25,-210,0,malignant_epithelial_cell
-141,-209,0,malignant_epithelial_cell
-27,-209,0,malignant_epithelial_cell
192,-209,0,malignant_epithelial_cell
-116,-207,0,malignant_epithelial_cell
-51,-207,0,malignant_epithelial_cell
49,-207,0,malignant_epithelial_cell
-90,-206,0,malignant_epithelial_cell
-82,-206,0,malignant_epithelial_cell
4,-206,0,malignant_epithelial_cell
35,-205,0,malignant_epithelial_cell
61,-205,0,malignant_epithelial_cell
71,-205,0,malignant_epithelial_cell
145,-205,0,malignant_epithelial_cell
169,-205,0,malignant_epithelial_cell
238,-204,0,effector_T_cell
366,-204,0,effector_T_cell
-258,-203,0,M0_macrophage
-50,-203,0,malignant_epithelial_cell
54,-203,0,malignant_epithelial_cell
117,-203,0,malignant_epithelial_cell
47,-202,0,malignant_epithelial_cell
-217,-201,0,malignant_epithelial_cell
-137,-200,0,malignant_epithelial_cell
178,-200,0,malignant_epithelial_cell
-203,-199,0,malignant_epithelial_cell
-115,-199,0,malignant_epithelial_cell
-32,-199,0,malignant_epithelial_cell
-184,-198,0,malignant_epithelial_cell
80,-198,0,malignant_epithelial_cell
-334,-197,0,effector_T_cell
-44,-197,0,malignant_epithelial_cell
-16,-197,0,malignant_epithelial_cell
274,-197,0,effector_T_cell
107,-196,0,malignant_epithelial_cell
-204,-195,0,malignant_epithelial_cell
-199,-195,0,malignant_epithelial_cell
63,-195,0,malignant_epithelial_cell
128,-195,0,malignant_epithelial_cell
-138,-194,0,malignant_epithelial_cell
120,-194,0,malignant_epithelial_cell
247,-194,0,effector_T_cell
-87,-193,0,malignant_epithelial_cell
-78,-193,0,malignant_epithelial_cell
-69,-193,0,malignant_epithelial_cell
208,-193,0,malignant_epithelial_cell
345,-193,0,M0_macrophage
-222,-192,0,malignant_epithelial_cell
-129,-192,0,malignant_epithelial_cell
-83,-192,0,malignant_epithelial_cell
-55,-192,0,malignant_epithelial_cell
-43,-192,0,malignant_epithelial_cell
-120,-191,0,malignant_epithelial_cell
-109,-191,0,malignant_epithelial_cell
183,-191,0,malignant_epithelial_cell
-210,-190,0,malignant_epithelial_cell
-145,-190,0,malignant_epithelial_cell
-129,-190,0,malignant_epithelial_cell
184,-190,0,malignant_epithelial_cell
355,-190,0,M0_macrophage
-219,-189,0,malignant_epithelial_cell
-141,-189,0,malignant_epithelial_cell
-59,-189,0,malignant_epithelial_cell
-206,-188,0,malignant_epithelial_cell
113,-188,0,malignant_epithelial_cell
160,-188,0,malignant_epithelial_cell
179,-188,0,malignant_epithelial_cell
32,-187,0,malignant_epithelial_cell
-174,-186,0,malignant_epithelial_cell
19,-186,0,malignant_epithelial_cell
51,-185,0,malignant_epithelial_cell
122,-184,0,malignant_epithelial_cell
-328,-183,0,M0_macrophage
-76,-183,0,malignant_epithelial_cell
37,-183,0,malignant_epithelial_cell
86,-183,0,malignant_epithelial_cell
-169,-182,0,malignant_epithelial_cell
-34,-182,0,malignant_epithelial_cell
69,-182,0,malignant_epithelial_cell
-83,-181,0,malignant_epithelial_cell
183,-181,0,malignant_epithelial_cell
221,-181,0,malignant_epithelial_cell
26,-180,0,malignant_epithelial_cell
105,-180,0,malignant_epithelial_cell
-131,-179,0,malignant_epithelial_cell
-90,-179,0,malignant_epithelial_cell
124,-179,0,malignant_epithelial_cell
-147,-178,0,malignant_epithelial_cell
-64,-178,0,malignant_epithelial_cell
-17,-178,0,malignant_epithelial_cell
-111,-177,0,malignant_epithelial_cell
142,-177,0,malignant_epithelial_cell
-143,-176,0,malignant_epithelial_cell
-42,-176,0,malignant_epithelial_cell
14,-176,0,malignant_epithelial_cell
31,-176,0,malignant_epithelial_cell
-140,-175,0,malignant_epithelial_cell
80,-175,0,malignant_epithelial_cell
219,-175,0,malignant_epithelial_cell
63,-174,0,malignant_epithelial_cell
90,-174,0,malignant_epithelial_cell
153,-174,0,malignant_epithelial_cell
205,-174,0,malignant_epithelial_cell
-184,-173,0,malignant_epithelial_cell
-141,-172,0,malignant_epithelial_cell
95,-172,0,malignant_epithelial_cell
-148,-171,0,malignant_epithelial_cell
-37,-171,0,malignant_epithelial_cell
76,-171,0,malignant_epithelial_cell
138,-171,0,malignant_epithelial_cell
230,-171,0,malignant_epithelial_cell
225,-170,0,malignant_epithelial_cell
-122,-169,0,malignant_epithelial_cell
-102,-169,0,malignant_epithelial_cell
153,-169,0,malignant_epithelial_cell
195,-169,0,malignant_epithelial_cell
23,-168,0,malignant_epithelial_cell
154,-168,0,malignant_epithelial_cell
-81,-167,0,malignant_epithelial_cell
-64,-167,0,malignant_epithelial_cell
-63,-167,0,malignant_epithelial_cell
-54,-167,0,malignant_epithelial_cell
56,-167,0,malignant_epithelial_cell
246,-167,0,malignant_epithelial_cell
-168,-166,0,malignant_epithelial_cell
-89,-166,0,malignant_epithelial_cell
114,-166,0,malignant_epithelial_cell
166,-165,0,malignant_epithelial_cell
-31,-164,0,malignant_epithelial_cell
183,-164,0,malignant_epithelial_cell
-143,-163,0,malignant_epithelial_cell
94,-163,0,malignant_epithelial_cell
101,-163,0,malignant_epithelial_cell
-122,-162,0,malignant_epithelial_cell
-38,-162,0,malignant_epithelial_cell
119,-162,0,malignant_epithelial_cell
-190,-161,0,malignant_epithelial_cell
-16,-161,0,malignant_epithelial_cell
123,-161,0,malignant_epithelial_cell
137,-161,0,malignant_epithelial_cell
-149,-160,0,malignant_epithelial_cell
-70,-160,0,malignant_epithelial_cell
-55,-160,0,malignant_epithelial_cell
21,-160,0,malignant_epithelial_cell
115,-160,0,malignant_epithelial_cell
238,-160,0,malignant_epithelial_cell
214,-159,0,malignant_epithelial_cell
-255,-158,0,malignant_epithelial_cell
-180,-158,0,malignant_epithelial_cell
-75,-158,0,malignant_epithelial_cell
-11,-158,0,malignant_epithelial_cell
-181,-157,0,malignant_epithelial_cell
-171,-157,0,malignant_epithelial_cell
30,-157,0,malignant_epithelial_cell
250,-157,0,malignant_epithelial_cell
123,-156,0,malignant_epithelial_cell
244,-156,0,malignant_epithelial_cell
177,-155,0,malignant_epithelial_cell
238,-155,0,malignant_epithelial_cell
240,-155,0,malignant_epithelial_cell
-100,-154,0,malignant_epithelial_cell
239,-154,0,malignant_epithelial_cell
105,-153,0,malignant_epithelial_cell
244,-153,0,malignant_epithelial_cell
-383,-152,0,effector_T_cell
-253,-152,0,malignant_epithelial_cell
-215,-152,0,malignant_epithelial_cell
-166,-152,0,malignant_epithelial_cell
-49,-152,0,malignant_epithelial_cell
-9,-152,0,malignant_epithelial_cell
80,-152,0,malignant_epithelial_cell
211,-152,0,malignant_epithelial_cell
-90,-150,0,malignant_epithelial_cell
343,-150,0,effector_T_cell
-154,-149,0,malignant_epithelial_cell
74,-149,0,malignant_epithelial_cell
139,-149,0,malignant_epithelial_cell
154,-149,0,malignant_epithelial_cell
-373,-148,0,effector_T_cell
-4,-148,0,malignant_epithelial_cell
48,-148,0,malignant_epithelial_cell
317,-148,0,M0_macrophage
-141,-147,0,malignant_epithelial_cell
-135,-147,0,malignant_epithelial_cell
137,-147,0,malignant_epithelial_cell
-49,-146,0,malignant_epithelial_cell
159,-146,0,malignant_epithelial_cell
-154,-145,0,malignant_epithelial_cell
-94,-145,0,malignant_epithelial_cell
73,-144,0,malignant_epithelial_cell
-248,-143,0,malignant_epithelial_cell
244,-143,0,malignant_epithelial_cell
-9,-142,0,malignant_epithelial_cell
284,-142,0,effector_T_cell
190,-141,0,malignant_epithelial_cell
146,-140,0,malignant_epithelial_cell
-173,-139,0,malignant_epithelial_cell
-103,-138,0,malignant_epithelial_cell
35,-137,0,malignant_epithelial_cell
-1,-136,0,malignant_epithelial_cell
27,-136,0,malignant_epithelial_cell
41,-136,0,malignant_epithelial_cell
215,-135,0,malignant_epithelial_cell
-219,-134,0,malignant_epithelial_cell
-204,-134,0,malignant_epithelial_cell
-180,-134,0,malignant_epithelial_cell
32,-134,0,malignant_epithelial_cell
239,-134,0,malignant_epithelial_cell
-409,-133,0,effector_T_cell
-158,-133,0,malignant_epithelial_cell
177,-133,0,malignant_epithelial_cell
237,-133,0,malignant_epithelial_cell
127,-132,0,malignant_epithelial_cell
200,-132,0,malignant_epithelial_cell
226,-132,0,malignant_epithelial_cell
-67,-131,0,malignant_epithelial_cell
-63,-131,0,malignant_epithelial_cell
403,-131,0,effector_T_cell
-114,-130,0,malignant_epithelial_cell
-78,-130,0,malignant_epithelial_cell
-19,-130,0,malignant_epithelial_cell
183,-130,0,malignant_epithelial_cell
-331,-129,0,effector_T_cell
-241,-129,0,malignant_epithelial_cell
-270,-128,0,malignant_epithelial_cell
-7,-128,0,malignant_epithelial_cell
5,-128,0,malignant_epithelial_cell
93,-128,0,malignant_epithelial_cell
243,-128,0,malignant_epithelial_cell
-271,-127,0,malignant_epithelial_cell
116,-127,0,malignant_epithelial_cell
199,-127,0,malignant_epithelial_cell
-139,-126,0,malignant_epithelial_cell
185,-126,0,malignant_epithelial_cell
-9,-125,0,malignant_epithelial_cell
92,-125,0,malignant_epithelial_cell
112,-125,0,malignant_epithelial_cell
-109,-124,0,malignant_epithelial_cell
-42,-124,0,malignant_epithelial_cell
-243,-123,0,malignant_epithelial_cell
-232,-123,0,malignant_epithelial_cell
-226,-123,0,malignant_epithelial_cell
171,-123,0,malignant_epithelial_cell
-225,-122,0,malignant_epithelial_cell
-217,-122,0,malignant_epithelial_cell
-115,-122,0,malignant_epithelial_cell
-57,-122,0,malignant_epithelial_cell
255,-122,0,malignant_epithelial_cell
107,-121,0,malignant_epithelial_cell
147,-121,0,malignant_epithelial_cell
149,-121,0,malignant_epithelial_cell
-7,-120,0,malignant_epithelial_cell
27,-120,0,malignant_epithelial_cell
28,-120,0,malignant_epithelial_cell
-81,-119,0,malignant_epithelial_cell
239,-119,0,malignant_epithelial_cell
-289,-118,0,effector_T_cell
58,-118,0,malignant_epithelial_cell
77,-118,0,malignant_epithelial_cell
213,-118,0,malignant_epithelial_cell
-37,-117,0,malignant_epithelial_cell
15,-117,0,malignant_epithelial_cell
156,-117,0,malignant_epithelial_cell
257,-117,0,malignant_epithelial_cell
-241,-116,0,malignant_epithelial_cell
64,-116,0,malignant_epithelial_cell
195,-116,0,malignant_epithelial_cell
237,-116,0,malignant_epithelial_cell
-118,-115,0,malignant_epithelial_cell
-104,-115,0,malignant_epithelial_cell
-62,-115,0,malignant_epithelial_cell
25,-115,0,malignant_epithelial_cell
139,-115,0,malignant_epithelial_cell
152,-115,0,malignant_epithelial_cell
205,-115,0,malignant_epithelial_cell
212,-115,0,malignant_epithelial_cell
252,-114,0,malignant_epithelial_cell
-209,-113,0,malignant_epithelial_cell
73,-113,0,malignant_epithelial_cell
236,-113,0,malignant_epithelial_cell
-252,-112,0,malignant_epithelial_cell
-180,-112,0,malignant_epithelial_cell
-431,-111,0,M0_macrophage
-144,-111,0,malignant_epithelial_cell
-86,-111,0,malignant_epithelial_cell
268,-110,0,malignant_epithelial_cell
80,-109,0,malignant_epithelial_cell
384,-109,0,effector_T_cell
-111,-108,0,malignant_epithelial_cell
-20,-108,0,malignant_epithelial_cell
-109,-107,0,malignant_epithelial_cell
208,-107,0,malignant_epithelial_cell
245,-107,0,malignant_epithelial_cell
-38,-106,0,malignant_epithelial_cell
147,-106,0,malignant_epithelial_cell
242,-105,0,malignant_epithelial_cell
-150,-104,0,malignant_epithelial_cell
250,-104,0,malignant_epithelial_cell
-238,-103,0,malignant_epithelial_cell
180,-103,0,malignant_epithelial_cell
225,-103,0,malignant_epithelial_cell
-27,-102,0,malignant_epithelial_cell
38,-102,0,malignant_epithelial_cell
67,-102,0,malignant_epithelial_cell
115,-102,0,malignant_epithelial_cell
254,-102,0,malignant_epithelial_cell
-369,-101,0,effector_T_cell
-270,-101,0,malignant_epithelial_cell
-209,-101,0,malignant_epithelial_cell
-133,-101,0,malignant_epithelial_cell
28,-101,0,malignant_epithelial_cell
93,-101,0,malignant_epithelial_cell
257,-101,0,malignant_epithelial_cell
-81,-100,0,malignant_epithelial_cell
-69,-100,0,malignant_epithelial_cell
6,-100,0,malignant_epithelial_cell
-89,-99,0,malignant_epithelial_cell
-255,-98,0,malignant_epithelial_cell
96,-98,0,malignant_epithelial_cell
-48,-97,0,malignant_epithelial_cell
-261,-96,0,malignant_epithelial_cell
-222,-96,0,malignant_epithelial_cell
-184,-96,0,malignant_epithelial_cell
-173,-96,0,malignant_epithelial_cell
-147,-96,0,malignant_epithelial_cell
24,-96,0,malignant_epithelial_cell
94,-96,0,malignant_epithelial_cell
426,-96,0,M0_macrophage
-186,-95,0,malignant_epithelial_cell
-184,-95,0,malignant_epithelial_cell
33,-95,0,malignant_epithelial_cell
277,-95,0,malignant_epithelial_cell
-103,-94,0,malignant_epithelial_cell
115,-94,0,malignant_epithelial_cell
306,-94,0,effector_T_cell
-170,-93,0,malignant_epithelial_cell
36,-93,0,malignant_epithelial_cell
-235,-92,0,malignant_epithelial_cell
-22,-92,0,malignant_epithelial_cell
-140,-91,0,malignant_epithelial_cell
6,-91,0,malignant_epithelial_cell
75,-91,0,malignant_epithelial_cell
-234,-89,0,malignant_epithelial_cell
-201,-89,0,malignant_epithelial_cell
37,-89,0,malignant_epithelial_cell
418,-89,0,effector_T_cell
-25,-88,0,malignant_epithelial_cell
5,-88,0,malignant_epithelial_cell
117,-88,0,malignant_epithelial_cell
-286,-87,0,malignant_epithelial_cell
-265,-87,0,malignant_epithelial_cell
104,-87,0,malignant_epithelial_cell
106,-87,0,malignant_epithelial_cell
134,-87,0,malignant_epithelial_cell
-238,-86,0,malignant_epithelial_cell
-211,-86,0,malignant_epithelial_cell
-97,-86,0,malignant_epithelial_cell
31,-86,0,malignant_epithelial_cell
-60,-85,0,malignant_epithelial_cell
276,-85,0,malignant_epithelial_cell
-242,-84,0,malignant_epithelial_cell
124,-84,0,malignant_epithelial_cell
182,-84,0,malignant_epithelial_cell
210,-84,0,malignant_epithelial_cell
-234,-83,0,malignant_epithelial_cell
-59,-83,0,malignant_epithelial_cell
-46,-83,0,malignant_epithelial_cell
-30,-83,0,malignant_epithelial_cell
194,-83,0,malignant_epithelial_cell
242,-83,0,malignant_epithelial_cell
-189,-82,0,malignant_epithelial_cell
-5,-82,0,malignant_epithelial_cell
48,-82,0,malignant_epithelial_cell
131,-82,0,malignant_epithelial_cell
-412,-81,0,M0_macrophage
-214,-81,0,malignant_epithelial_cell
-196,-81,0,malignant_epithelial_cell
-156,-81,0,malignant_epithelial_cell
-152,-81,0,malignant_epithelial_cell
65,-81,0,malignant_epithelial_cell
85,-81,0,malignant_epithelial_cell
-318,-80,0,effector_T_cell
-90,-80,0,malignant_epithelial_cell
224,-80,0,malignant_epithelial_cell
-246,-79,0,malignant_epithelial_cell
-235,-79,0,malignant_epithelial_cell
-11,-79,0,malignant_epithelial_cell
79,-79,0,malignant_epithelial_cell
234,-79,0,malignant_epithelial_cell
242,-79,0,malignant_epithelial_cell
273,-79,0,malignant_epithelial_cell
-266,-78,0,malignant_epithelial_cell
-260,-78,0,malignant_epithelial_cell
-204,-78,0,malignant_epithelial_cell
-164,-78,0,malignant_epithelial_cell
-157,-78,0,malignant_epithelial_cell
-143,-78,0,malignant_epithelial_cell
-117,-78,0,malignant_epithelial_cell
65,-78,0,malignant_epithelial_cell
215,-78,0,malignant_epithelial_cell
-207,-77,0,malignant_epithelial_cell
-131,-77,0,malignant_epithelial_cell
-102,-77,0,malignant_epithelial_cell
-25,-77,0,malignant_epithelial_cell
38,-77,0,malignant_epithelial_cell
63,-76,0,malignant_epithelial_cell
-245,-75,0,malignant_epithelial_cell
-205,-75,0,malignant_epithelial_cell
-82,-75,0,malignant_epithelial_cell
-62,-75,0,malignant_epithelial_cell
147,-75,0,malignant_epithelial_cell
-178,-74,0,malignant_epithelial_cell
-101,-74,0,malignant_epithelial_cell
159,-74,0,malignant_epithelial_cell
-222,-73,0,malignant_epithelial_cell
-215,-73,0,malignant_epithelial_cell
-4,-73,0,malignant_epithelial_cell
41,-73,0,malignant_epithelial_cell
84,-73,0,malignant_epithelial_cell
122,-73,0,malignant_epithelial_cell
165,-73,0,malignant_epithelial_cell
-161,-72,0,malignant_epithelial_cell
8,-72,0,malignant_epithelial_cell
112,-72,0,malignant_epithelial_cell
183,-72,0,malignant_epithelial_cell
-42,-71,0,malignant_epithelial_cell
65,-71,0,malignant_epithelial_cell
46,-70,0,malignant_epithelial_cell
-234,-69,0,malignant_epithelial_cell
-159,-69,0,malignant_epithelial_cell
-153,-69,0,malignant_epithelial_cell
133,-69,0,malignant_epithelial_cell
-240,-68,0,malignant_epithelial_cell
-56,-68,0,malignant_epithelial_cell
-33,-68,0,malignant_epithelial_cell
149,-68,0,malignant_epithelial_cell
266,-68,0,malignant_epithelial_cell
55,-67,0,malignant_epithelial_cell
126,-67,0,malignant_epithelial_cell
-152,-66,0,malignant_epithelial_cell
-16,-66,0,malignant_epithelial_cell
103,-66,0,malignant_epithelial_cell
117,-65,0,malignant_epithelial_cell
-212,-64,0,malignant_epithelial_cell
58,-64,0,malignant_epithelial_cell
126,-64,0,malignant_epithelial_cell
262,-64,0,malignant_epithelial_cell
-84,-63,0,malignant_epithelial_cell
19,-63,0,malignant_epithelial_cell
186,-63,0,malignant_epithelial_cell
245,-63,0,malignant_epithelial_cell
-65,-62,0,malignant_epithelial_cell
-14,-62,0,malignant_epithelial_cell
228,-62,0,malignant_epithelial_cell
-180,-61,0,malignant_epithelial_cell
-83,-61,0,malignant_epithelial_cell
-61,-61,0,malignant_epithelial_cell
13,-61,0,malignant_epithelial_cell
226,-61,0,malignant_epithelial_cell
279,-61,0,malignant_epithelial_cell
-143,-60,0,malignant_epithelial_cell
-53,-60,0,malignant_epithelial_cell
128,-60,0,malignant_epithelial_cell
230,-60,0,malignant_epithelial_cell
276,-60,0,malignant_epithelial_cell
-253,-59,0,malignant_epithelial_cell
-74,-59,0,malignant_epithelial_cell
162,-59,0,malignant_epithelial_cell
282,-59,0,malignant_epithelial_cell
349,-59,0,effector_T_cell
-213,-58,0,malignant_epithelial_cell
-203,-58,0,malignant_epithelial_cell
-70,-58,0,malignant_epithelial_cell
164,-58,0,malignant_epithelial_cell
279,-58,0,malignant_epithelial_cell
-244,-57,0,malignant_epithelial_cell
80,-57,0,malignant_epithelial_cell
102,-57,0,malignant_epithelial_cell
137,-57,0,malignant_epithelial_cell
154,-57,0,malignant_epithelial_cell
-215,-56,0,malignant_epithelial_cell
-21,-56,0,malignant_epithelial_cell
-262,-55,0,malignant_epithelial_cell
-54,-55,0,malignant_epithelial_cell
-277,-54,0,malignant_epithelial_cell
-266,-54,0,malignant_epithelial_cell
106,-54,0,malignant_epithelial_cell
-240,-53,0,malignant_epithelial_cell
-235,-52,0,malignant_epithelial_cell
-221,-52,0,malignant_epithelial_cell
-193,-52,0,malignant_epithelial_cell
117,-52,0,malignant_epithelial_cell
-113,-51,0,malignant_epithelial_cell
91,-51,0,malignant_epithelial_cell
286,-51,0,malignant_epithelial_cell
-220,-50,0,malignant_epithelial_cell
4,-50,0,malignant_epithelial_cell
-185,-49,0,malignant_epithelial_cell
147,-49,0,malignant_epithelial_cell
202,-49,0,malignant_epithelial_cell
216,-49,0,malignant_epithelial_cell
266,-49,0,malignant_epithelial_cell
-185,-48,0,malignant_epithelial_cell
-148,-48,0,malignant_epithelial_cell
-205,-47,0,malignant_epithelial_cell
-134,-47,0,malignant_epithelial_cell
-143,-46,0,malignant_epithelial_cell
-57,-45,0,malignant_epithelial_cell
114,-45,0,malignant_epithelial_cell
120,-44,0,malignant_epithelial_cell
208,-44,0,malignant_epithelial_cell
265,-44,0,malignant_epithelial_cell
41,-43,0,malignant_epithelial_cell
-276,-42,0,malignant_epithelial_cell
74,-42,0,malignant_epithelial_cell
174,-42,0,malignant_epithelial_cell
-181,-41,0,malignant_epithelial_cell
158,-41,0,malignant_epithelial_cell
-236,-40,0,malignant_epithelial_cell
-193,-40,0,malignant_epithelial_cell
-182,-40,0,malignant_epithelial_cell
-153,-40,0,malignant_epithelial_cell
-140,-40,0,malignant_epithelial_cell
-109,-40,0,malignant_epithelial_cell
-32,-40,0,malignant_epithelial_cell
56,-40,0,malignant_epithelial_cell
134,-40,0,malignant_epithelial_cell
-229,-39,0,malignant_epithelial_cell
-216,-39,0,malignant_epithelial_cell
-135,-39,0,malignant_epithelial_cell
-120,-39,0,malignant_epithelial_cell
-9,-39,0,malignant_epithelial_cell
40,-39,0,malignant_epithelial_cell
-191,-38,0,malignant_epithelial_cell
-20,-38,0,malignant_epithelial_cell
85,-38,0,malignant_epithelial_cell
101,-38,0,malignant_epithelial_cell
138,-38,0,malignant_epithelial_cell
-184,-36,0,malignant_epithelial_cell
-120,-36,0,malignant_epithelial_cell
287,-36,0,malignant_epithelial_cell
205,-35,0,malignant_epithelial_cell
208,-35,0,malignant_epithelial_cell
-189,-34,0,malignant_epithelial_cell
-114,-34,0,malignant_epithelial_cell
87,-34,0,malignant_epithelial_cell
-272,-33,0,malignant_epithelial_cell
12,-33,0,malignant_epithelial_cell
87,-33,0,malignant_epithelial_cell
190,-33,0,malignant_epithelial_cell
